CustomerID,StockCode,Total_Revenue,Total_Quantity,Average_Unit_Price
12352.0,21756,36.6,6,6.1000000000000005
12352.0,21770,9.9,2,4.95
12352.0,21914,15.0,12,1.25
12352.0,22064,19.8,12,1.6500000000000001
12352.0,22120,29.85,3,9.950000000000001
12352.0,22138,14.85,3,4.95
12352.0,22178,11.7,6,1.95
12352.0,22413,17.700000000000003,6,2.9500000000000006
12352.0,22423,63.75,5,12.75
12352.0,22550,15.0,4,3.75
12352.0,22617,14.85,3,4.95
12352.0,22624,34.0,4,8.5
12352.0,22627,17.0,2,8.5
12352.0,22630,23.4,12,1.95
12352.0,22634,19.9,2,9.95
12352.0,22635,39.8,4,9.95
12352.0,22645,17.4,12,1.45
12352.0,22646,17.4,12,1.45
12352.0,22654,53.550000000000004,9,5.95
12352.0,22668,14.75,5,2.95
12352.0,22692,16.5,2,8.25
12352.0,22701,17.700000000000003,6,2.9500000000000006
12352.0,22720,29.7,6,4.95
12352.0,22722,15.8,4,3.95
12352.0,22779,51.0,12,4.25
12352.0,22780,51.0,12,4.25
12352.0,22784,14.85,3,4.95
12352.0,22801,15.0,4,3.75
12352.0,22844,34.0,4,8.5
12352.0,22853,19.5,6,3.25
12352.0,22978,22.5,6,3.75
12352.0,22979,17.4,12,1.45
12352.0,22980,19.8,12,1.6500000000000001
12352.0,22982,15.0,12,1.25
12352.0,22993,15.0,12,1.25
12352.0,23088,20.0,16,1.25
12352.0,23089,23.4,12,1.95
12352.0,23096,19.8,12,1.6500000000000001
12352.0,23198,17.4,12,1.45
12352.0,23243,19.8,4,4.95
12352.0,23245,39.6,8,4.95
12352.0,23298,14.85,3,4.95
12352.0,23367,10.4,16,0.65
12352.0,23368,10.4,16,0.65
12352.0,23559,12.48,6,2.08
12352.0,37448,17.88,12,1.49
12352.0,37495,15.0,4,3.75
12352.0,84050,39.6,24,1.6500000000000001
12352.0,84510A,12.5,10,1.25
12352.0,M,0.0,0,
12352.0,POST,280.0,7,40.0
12353.0,22890,39.8,4,9.95
12353.0,37446,11.6,8,1.45
12353.0,37449,19.9,2,9.95
12353.0,37450,17.700000000000003,6,2.9500000000000006
12354.0,20675,10.0,8,1.25
12354.0,20676,10.0,8,1.25
12354.0,20677,10.0,8,1.25
12354.0,20725,16.5,10,1.65
12354.0,20749,15.9,2,7.95
12354.0,20750,15.9,2,7.95
12354.0,21080,10.2,12,0.85
12354.0,21156,15.6,8,1.95
12354.0,21217,19.9,2,9.95
12354.0,21238,20.4,24,0.85
12354.0,21239,27.2,32,0.85
12354.0,21240,27.2,32,0.85
12354.0,21242,40.56,24,1.6900000000000002
12354.0,21243,54.08,32,1.69
12354.0,21244,54.08,32,1.69
12354.0,21246,29.700000000000003,6,4.95
12354.0,21380,17.700000000000003,6,2.9500000000000006
12354.0,21533,14.85,3,4.95
12354.0,21731,19.8,12,1.6500000000000001
12354.0,21843,10.95,1,10.95
12354.0,21890,19.5,6,3.25
12354.0,21891,17.4,12,1.45
12354.0,21922,15.9,2,7.95
12354.0,22090,17.700000000000003,6,2.9500000000000006
12354.0,22138,14.85,3,4.95
12354.0,22180,19.9,2,9.95
12354.0,22215,17.0,2,8.5
12354.0,22317,17.700000000000003,6,2.9500000000000006
12354.0,22326,17.700000000000003,6,2.9500000000000006
12354.0,22343,20.4,24,0.85
12354.0,22344,20.4,24,0.85
12354.0,22384,16.5,10,1.65
12354.0,22456,14.85,3,4.95
12354.0,22508,15.0,4,3.75
12354.0,22623,17.85,3,5.95
12354.0,22628,19.8,4,4.95
12354.0,22629,23.4,12,1.95
12354.0,22630,23.4,12,1.95
12354.0,22631,23.4,12,1.95
12354.0,22635,19.9,2,9.95
12354.0,22661,8.5,10,0.85
12354.0,22668,14.75,5,2.95
12354.0,22839,14.95,1,14.95
12354.0,22848,16.95,1,16.95
12354.0,22899,12.6,6,2.1
12354.0,22983,10.08,24,0.42
12354.0,23008,16.95,1,16.95
12354.0,23010,16.95,1,16.95
12354.0,23052,16.5,2,8.25
12354.0,23054,16.5,2,8.25
12354.0,23201,20.8,10,2.08
12354.0,23204,8.5,10,0.85
12354.0,23205,8.5,10,0.85
12354.0,23254,16.6,4,4.15
12354.0,23255,16.6,4,4.15
12354.0,23256,16.6,4,4.15
12354.0,84988,17.4,12,1.45
12354.0,84997D,16.6,4,4.15
12355.0,22423,25.5,2,12.75
12355.0,22649,39.6,8,4.95
12355.0,22693,30.0,24,1.25
12355.0,22697,17.700000000000003,6,2.9500000000000006
12355.0,22698,17.700000000000003,6,2.9500000000000006
12355.0,22699,17.700000000000003,6,2.9500000000000006
12355.0,22890,19.9,2,9.95
12355.0,23076,120.0,96,1.25
12355.0,23077,75.0,60,1.25
12355.0,72802A,25.5,6,4.25
12355.0,72802B,25.5,6,4.25
12355.0,72802C,25.5,6,4.25
12355.0,85040A,19.8,12,1.6500000000000001
12356.0,20971,10.0,8,1.25
12356.0,21080,12.75,15,0.85
12356.0,21086,3.9,6,0.65
12356.0,21094,8.5,10,0.85
12356.0,21114,50.0,40,1.25
12356.0,21122,30.0,24,1.25
12356.0,21124,30.0,24,1.25
12356.0,21125,15.0,12,1.25
12356.0,21198,20.16,48,0.42
12356.0,21199,20.16,48,0.42
12356.0,21212,13.2,24,0.5499999999999999
12356.0,21213,13.2,24,0.5499999999999999
12356.0,21231,76.32000000000001,72,1.06
12356.0,21383,31.200000000000003,48,0.65
12356.0,21527,83.4,12,6.95
12356.0,21843,120.44999999999999,11,10.95
12356.0,22055,46.4,32,1.45
12356.0,22059,60.0,48,1.25
12356.0,22060,102.0,12,8.5
12356.0,22062,70.80000000000001,24,2.9500000000000006
12356.0,22066,34.8,24,1.45
12356.0,22131,46.8,24,1.95
12356.0,22132,40.8,48,0.85
12356.0,22138,102.0,24,4.25
12356.0,22195,19.8,12,1.6500000000000001
12356.0,22423,251.7,22,11.44090909090909
12356.0,22435,75.0,60,1.25
12356.0,22646,17.4,12,1.45
12356.0,22649,102.0,24,4.25
12356.0,22698,11.8,4,2.95
12356.0,22699,11.8,4,2.95
12356.0,22857,61.2,72,0.8500000000000001
12356.0,22937,61.2,24,2.5500000000000003
12356.0,22938,23.4,12,1.95
12356.0,22951,13.2,24,0.5499999999999999
12356.0,22957,35.400000000000006,12,2.9500000000000006
12356.0,22967,35.400000000000006,12,2.9500000000000006
12356.0,37447,5.96,4,1.49
12356.0,37448,60.0,48,1.25
12356.0,37450,45.9,18,2.55
12356.0,37500,101.88,12,8.49
12356.0,37501,83.4,12,6.95
12356.0,84375,75.60000000000001,36,2.1
12356.0,84378,63.75,51,1.25
12356.0,84380,30.0,24,1.25
12356.0,84457,17.0,20,0.85
12356.0,84535B,20.8,32,0.65
12356.0,84569D,30.0,24,1.25
12356.0,84987,34.8,24,1.45
12356.0,84991,76.8,168,0.45714285714285713
12356.0,84992,50.4,120,0.42
12356.0,85184C,30.0,24,1.25
12356.0,POST,324.0,18,18.0
12357.0,15056BL,53.55,9,5.949999999999999
12357.0,15056P,17.85,3,5.95
12357.0,20676,76.32000000000001,72,1.06
12357.0,20677,20.0,16,1.25
12357.0,20679,53.55,9,5.949999999999999
12357.0,20750,76.19999999999999,12,6.349999999999999
12357.0,20931,35.400000000000006,12,2.9500000000000006
12357.0,20932,35.400000000000006,12,2.9500000000000006
12357.0,21039,30.6,12,2.5500000000000003
12357.0,21116,68.0,16,4.25
12357.0,21154,37.5,30,1.25
12357.0,21216,39.6,8,4.95
12357.0,21218,45.0,12,3.75
12357.0,21231,15.0,12,1.25
12357.0,21232,15.0,12,1.25
12357.0,21411,51.0,12,4.25
12357.0,21485,102.0,24,4.25
12357.0,21506,10.08,24,0.42
12357.0,21507,10.08,24,0.42
12357.0,21508,10.08,24,0.42
12357.0,21555,15.3,6,2.5500000000000003
12357.0,21843,65.69999999999999,6,10.949999999999998
12357.0,21844,70.80000000000001,24,2.9500000000000006
12357.0,21874,19.8,12,1.6500000000000001
12357.0,22023,10.08,24,0.42
12357.0,22024,10.08,24,0.42
12357.0,22025,10.08,24,0.42
12357.0,22026,10.08,24,0.42
12357.0,22027,10.08,24,0.42
12357.0,22028,10.08,24,0.42
12357.0,22029,10.08,24,0.42
12357.0,22055,26.4,16,1.65
12357.0,22059,17.88,12,1.49
12357.0,22061,102.0,12,8.5
12357.0,22064,19.8,12,1.6500000000000001
12357.0,22066,18.72,48,0.38999999999999996
12357.0,22067,19.8,12,1.6500000000000001
12357.0,22070,122.04,36,3.39
12357.0,22071,122.04,36,3.39
12357.0,22072,81.36,24,3.39
12357.0,22190,25.200000000000003,12,2.1
12357.0,22191,51.0,6,8.5
12357.0,22193,51.0,6,8.5
12357.0,22306,12.72,12,1.06
12357.0,22312,70.80000000000001,24,2.9500000000000006
12357.0,22315,15.0,12,1.25
12357.0,22316,15.0,12,1.25
12357.0,22333,39.6,24,1.6500000000000001
12357.0,22348,40.8,48,0.85
12357.0,22357,45.0,12,3.75
12357.0,22358,35.400000000000006,12,2.9500000000000006
12357.0,22423,102.0,8,12.75
12357.0,22508,45.0,12,3.75
12357.0,22510,45.0,12,3.75
12357.0,22511,45.0,12,3.75
12357.0,22632,177.60000000000002,96,1.8500000000000003
12357.0,22712,10.08,24,0.42
12357.0,22714,10.08,24,0.42
12357.0,22716,10.08,24,0.42
12357.0,22717,10.08,24,0.42
12357.0,22718,10.08,24,0.42
12357.0,22726,30.0,8,3.75
12357.0,22727,30.0,8,3.75
12357.0,22728,30.0,8,3.75
12357.0,22814,10.08,24,0.42
12357.0,22815,10.08,24,0.42
12357.0,22817,10.08,24,0.42
12357.0,22819,10.08,24,0.42
12357.0,22846,59.8,4,14.95
12357.0,22847,59.8,4,14.95
12357.0,22890,102.0,12,8.5
12357.0,22897,43.5,30,1.45
12357.0,22903,35.400000000000006,12,2.9500000000000006
12357.0,22904,35.400000000000006,12,2.9500000000000006
12357.0,22905,35.400000000000006,12,2.9500000000000006
12357.0,22947,95.4,12,7.95
12357.0,22964,25.200000000000003,12,2.1
12357.0,22966,30.0,24,1.25
12357.0,22969,120.0,96,1.25
12357.0,22983,10.08,24,0.42
12357.0,22984,10.08,24,0.42
12357.0,23168,15.0,12,1.25
12357.0,23178,17.34,6,2.89
12357.0,23179,17.34,6,2.89
12357.0,23181,120.0,16,7.5
12357.0,23184,149.4,36,4.15
12357.0,23196,60.0,48,1.25
12357.0,23197,60.0,48,1.25
12357.0,23198,60.0,48,1.25
12357.0,23247,34.68,12,2.89
12357.0,23267,30.0,24,1.25
12357.0,23302,19.8,12,1.6500000000000001
12357.0,23315,59.7,6,9.950000000000001
12357.0,23316,59.7,6,9.950000000000001
12357.0,23317,59.7,6,9.950000000000001
12357.0,23341,51.0,6,8.5
12357.0,23355,99.6,24,4.1499999999999995
12357.0,23356,118.8,24,4.95
12357.0,23357,99.6,24,4.1499999999999995
12357.0,23358,90.0,24,3.75
12357.0,23382,118.44,36,3.29
12357.0,23485,25.0,1,25.0
12357.0,23493,39.0,20,1.95
12357.0,23494,71.4,12,5.95
12357.0,35598B,15.6,24,0.65
12357.0,35598D,15.6,24,0.65
12357.0,35599B,23.4,12,1.95
12357.0,35599D,46.8,24,1.95
12357.0,37446,23.2,16,1.45
12357.0,37448,17.88,12,1.49
12357.0,37449,68.0,8,8.5
12357.0,37495,106.2,36,2.95
12357.0,47559B,37.5,30,1.25
12357.0,71403,35.400000000000006,12,2.9500000000000006
12357.0,72741,90.0,72,1.25
12357.0,72780,10.2,12,0.85
12357.0,72783,25.200000000000003,12,2.1
12357.0,72817,18.96,24,0.79
12357.0,84029E,90.0,24,3.75
12357.0,84029G,90.0,24,3.75
12357.0,84030E,90.0,24,3.75
12357.0,84378,17.4,12,1.45
12357.0,84665,23.8,4,5.95
12357.0,84819,27.12,8,3.39
12357.0,85014A,71.4,12,5.95
12357.0,85014B,237.6,48,4.95
12357.0,85038,133.20000000000002,72,1.8500000000000003
12357.0,85040A,69.6,48,1.45
12357.0,85159A,23.4,12,1.95
12357.0,85159B,23.4,12,1.95
12357.0,85174,68.0,16,4.25
12358.0,15056BL,214.20000000000002,36,5.95
12358.0,15056N,214.20000000000002,36,5.95
12358.0,15056P,142.8,24,5.95
12358.0,15060B,15.0,4,3.75
12358.0,20679,214.20000000000002,36,5.95
12358.0,21232,15.0,12,1.25
12358.0,22059,27.24,36,0.7566666666666666
12358.0,22063,17.700000000000003,6,2.9500000000000006
12358.0,22646,14.04,36,0.38999999999999996
12358.0,37447,17.88,12,1.49
12358.0,37449,19.9,2,9.95
12358.0,48185,15.9,2,7.95
12358.0,POST,240.0,6,40.0
12359.0,20704,15.6,8,1.95
12359.0,20705,15.6,8,1.95
12359.0,20751,25.200000000000003,12,2.1
12359.0,21054,8.95,1,8.95
12359.0,21056,8.95,1,8.95
12359.0,21116,14.85,3,4.95
12359.0,21136,27.04,16,1.69
12359.0,21166,24.96,12,2.08
12359.0,21260,19.5,6,3.25
12359.0,21277,21.95,1,21.95
12359.0,21523,15.9,2,7.95
12359.0,21528,13.9,2,6.95
12359.0,21745,30.0,8,3.75
12359.0,21754,17.85,3,5.95
12359.0,21755,17.85,3,5.95
12359.0,21756,17.85,3,5.95
12359.0,21770,29.700000000000003,6,4.95
12359.0,21781,14.95,1,14.95
12359.0,21790,10.2,12,0.85
12359.0,21843,21.9,2,10.95
12359.0,21906,27.0,4,6.75
12359.0,21912,15.0,4,3.75
12359.0,21916,10.08,24,0.42
12359.0,21931,40.3,20,2.0149999999999997
12359.0,21935,16.5,10,1.65
12359.0,22109,60.0,16,3.75
12359.0,22192,17.0,2,8.5
12359.0,22193,17.0,2,8.5
12359.0,22199,17.0,4,4.25
12359.0,22207,17.0,4,4.25
12359.0,22365,47.7,6,7.95
12359.0,22385,19.5,10,1.95
12359.0,22411,19.5,10,1.95
12359.0,22423,344.25,27,12.75
12359.0,22446,20.1,6,3.35
12359.0,22452,17.700000000000003,6,2.9500000000000006
12359.0,22471,15.6,8,1.95
12359.0,22472,14.85,3,4.95
12359.0,22474,14.85,3,4.95
12359.0,22476,14.85,3,4.95
12359.0,22477,12.5,10,1.25
12359.0,22487,34.0,4,8.5
12359.0,22494,15.0,12,1.25
12359.0,22501,59.699999999999996,6,9.95
12359.0,22502,23.8,4,5.95
12359.0,22510,10.0,8,1.25
12359.0,22511,10.0,8,1.25
12359.0,22555,19.8,12,1.6500000000000001
12359.0,22556,19.8,12,1.6500000000000001
12359.0,22567,15.0,12,1.25
12359.0,22616,6.959999999999999,24,0.29
12359.0,22623,14.85,3,4.95
12359.0,22624,17.0,2,8.5
12359.0,22625,17.0,2,8.5
12359.0,22626,34.0,4,8.5
12359.0,22627,34.0,4,8.5
12359.0,22636,17.0,2,8.5
12359.0,22652,33.0,20,1.65
12359.0,22655,250.0,2,125.0
12359.0,22656,250.0,2,125.0
12359.0,22659,23.4,12,1.95
12359.0,22665,17.700000000000003,6,2.9500000000000006
12359.0,22666,29.500000000000007,10,2.9500000000000006
12359.0,22690,15.9,2,7.95
12359.0,22692,15.9,2,7.95
12359.0,22697,35.400000000000006,12,2.9500000000000006
12359.0,22698,17.700000000000003,6,2.9500000000000006
12359.0,22699,53.10000000000001,18,2.9500000000000006
12359.0,22709,10.5,25,0.42
12359.0,22720,24.75,5,4.95
12359.0,22721,14.85,3,4.95
12359.0,22722,15.8,4,3.95
12359.0,22725,15.0,4,3.75
12359.0,22726,15.0,4,3.75
12359.0,22727,15.0,4,3.75
12359.0,22728,15.0,4,3.75
12359.0,22776,39.8,4,9.95
12359.0,22778,31.6,8,3.95
12359.0,22788,9.95,1,9.95
12359.0,22794,15.9,2,7.95
12359.0,22795,13.5,2,6.75
12359.0,22797,33.9,2,16.95
12359.0,22799,34.0,4,8.5
12359.0,22826,127.5,1,127.5
12359.0,22827,580.0,4,145.0
12359.0,22829,39.8,4,9.95
12359.0,22838,29.9,2,14.95
12359.0,22839,0.0,0,
12359.0,22840,15.9,2,7.95
12359.0,22841,15.9,2,7.95
12359.0,22844,17.0,2,8.5
12359.0,22845,12.7,2,6.35
12359.0,22846,50.849999999999994,3,16.95
12359.0,22847,50.849999999999994,3,16.95
12359.0,22849,33.9,2,16.95
12359.0,22852,17.0,4,4.25
12359.0,22853,19.5,6,3.25
12359.0,22858,9.9,6,1.6500000000000001
12359.0,22860,9.9,6,1.6500000000000001
12359.0,22896,15.3,6,2.5500000000000003
12359.0,22900,17.700000000000003,6,2.9500000000000006
12359.0,22907,10.2,12,0.85
12359.0,22908,10.2,12,0.85
12359.0,22912,14.85,3,4.95
12359.0,22914,14.85,3,4.95
12359.0,22916,7.800000000000001,12,0.65
12359.0,22917,7.800000000000001,12,0.65
12359.0,22918,7.800000000000001,12,0.65
12359.0,22919,7.800000000000001,12,0.65
12359.0,22920,7.800000000000001,12,0.65
12359.0,22925,11.9,2,5.95
12359.0,22926,11.9,2,5.95
12359.0,22927,11.9,2,5.95
12359.0,22960,25.5,6,4.25
12359.0,22961,17.4,12,1.45
12359.0,22962,10.2,12,0.85
12359.0,22963,10.2,12,0.85
12359.0,22991,23.4,12,1.95
12359.0,22993,30.0,24,1.25
12359.0,23012,15.8,4,3.95
12359.0,23013,15.8,4,3.95
12359.0,23020,50.0,4,12.5
12359.0,23021,16.6,4,4.15
12359.0,23049,16.5,2,8.25
12359.0,23050,16.5,2,8.25
12359.0,23051,16.5,2,8.25
12359.0,23052,16.5,2,8.25
12359.0,23053,16.5,2,8.25
12359.0,23054,16.5,2,8.25
12359.0,23094,50.0,4,12.5
12359.0,23100,15.0,12,1.25
12359.0,23110,11.5,2,5.75
12359.0,23114,14.85,3,4.95
12359.0,23117,14.85,3,4.95
12359.0,23126,19.8,4,4.95
12359.0,23162,15.0,4,3.75
12359.0,23170,39.6,24,1.6500000000000001
12359.0,23171,39.6,24,1.6500000000000001
12359.0,23172,39.6,24,1.6500000000000001
12359.0,23173,59.699999999999996,6,9.95
12359.0,23174,41.5,10,4.15
12359.0,23175,32.5,10,3.25
12359.0,23176,18.0,8,2.25
12359.0,23177,18.0,8,2.25
12359.0,23182,19.92,24,0.8300000000000001
12359.0,23188,19.8,12,1.6500000000000001
12359.0,23191,19.8,12,1.6500000000000001
12359.0,23194,18.0,8,2.25
12359.0,23199,41.6,20,2.08
12359.0,23200,20.8,10,2.08
12359.0,23201,20.8,10,2.08
12359.0,23202,20.8,10,2.08
12359.0,23206,16.5,10,1.65
12359.0,23208,16.5,10,1.65
12359.0,23230,10.5,25,0.42
12359.0,23237,24.9,6,4.1499999999999995
12359.0,23238,24.9,6,4.1499999999999995
12359.0,23239,49.8,12,4.1499999999999995
12359.0,23240,24.9,6,4.1499999999999995
12359.0,23245,29.700000000000003,6,4.95
12359.0,23283,15.9,2,7.95
12359.0,23284,48.3,6,8.049999999999999
12359.0,23298,14.85,3,4.95
12359.0,23301,19.8,12,1.6500000000000001
