CustomerID,Total_Revenue,Customer_Size
12619.0,3214.81,Small
12620.0,1339.41,Small
12621.0,13612.07,Medium
12622.0,180.1,Small
12623.0,305.1,Small
12624.0,641.13,Small
12625.0,2614.32,Small
12626.0,6388.35,Medium
12627.0,4478.53,Medium
12628.0,769.61,Small
12630.0,1270.88,Small
12631.0,640.5,Small
12633.0,2140.63,Small
12635.0,1689.18,Small
12637.0,5953.25,Medium
12638.0,671.69,Small
12639.0,486.1,Small
12640.0,1174.58,Small
12641.0,185.9,Small
12642.0,1013.26,Small
12643.0,3344.64,Small
12644.0,477.91,Small
12645.0,1755.38,Small
12646.0,1346.97,Small
12647.0,3669.92,Medium
12648.0,318.05,Small
12649.0,603.71,Small
12650.0,314.44,Small
12651.0,114.0,Small
12652.0,914.53,Small
12653.0,2209.85,Small
12654.0,601.98,Small
12656.0,3982.72,Medium
12657.0,1152.06,Small
12658.0,686.05,Small
12659.0,91.68,Small
12660.0,245.1,Small
12662.0,3817.08,Medium
12664.0,4863.88,Medium
12665.0,61.75,Small
12666.0,-227.44,Small
12667.0,620.13,Small
12668.0,3743.18,Medium
12669.0,1607.73,Small
12670.0,2986.15,Small
12672.0,225.9,Small
12673.0,610.52,Small
12674.0,1919.31,Small
12676.0,1331.39,Small
12678.0,17588.26,Medium
12679.0,1058.67,Small
12680.0,862.81,Small
12681.0,13677.59,Medium
12682.0,12288.22,Medium
12683.0,8221.09,Medium
12684.0,2283.63,Small
12685.0,2863.08,Small
12686.0,89.14,Small
12688.0,4873.81,Medium
12689.0,1247.61,Small
12690.0,389.01,Small
12691.0,1035.8,Small
12693.0,830.96,Small
12694.0,869.67,Small
12695.0,582.1,Small
12697.0,939.02,Small
12700.0,4867.99,Medium
12701.0,797.71,Small
12702.0,219.0,Small
12703.0,274.7,Small
12704.0,2220.84,Small
12705.0,6814.24,Medium
12707.0,603.42,Small
12708.0,2616.32,Small
12709.0,9294.1,Medium
12710.0,1130.57,Small
12712.0,4241.63,Medium
12713.0,848.55,Small
12714.0,4708.86,Medium
12715.0,353.86,Small
12716.0,1053.49,Small
12717.0,980.98,Small
12718.0,238.25,Small
12719.0,608.1,Small
12720.0,5713.28,Medium
12721.0,2628.98,Small
12722.0,904.33,Small
12723.0,725.07,Small
12724.0,1031.41,Small
12725.0,427.8,Small
12726.0,2609.1,Small
12727.0,3947.7,Medium
12728.0,836.33,Small
12729.0,453.01,Small
12731.0,18793.41,Medium
12732.0,236.26,Small
12733.0,383.95,Small
12734.0,110.4,Small
12735.0,779.57,Small
12736.0,234.0,Small
12738.0,155.35,Small
12739.0,1013.04,Small
12740.0,427.6,Small
12743.0,546.43,Small
12744.0,9120.39,Medium
12747.0,4196.01,Medium
12748.0,29072.1,Medium
12749.0,3868.2,Medium
12750.0,275.88,Small
12752.0,4366.78,Medium
12753.0,21024.01,Medium
12754.0,2949.12,Small
12755.0,2203.2,Small
12756.0,112.08,Small
12757.0,4227.7,Medium
12758.0,2791.59,Small
12759.0,1531.44,Small
12762.0,1898.52,Small
12763.0,494.08,Small
12764.0,1693.88,Small
12766.0,6989.63,Medium
12769.0,1143.6,Small
12770.0,1351.45,Small
12772.0,892.47,Small
12775.0,1351.24,Small
12778.0,804.23,Small
12779.0,3868.7,Medium
12781.0,707.72,Small
12782.0,2273.32,Small
12783.0,1603.87,Small
12784.0,574.42,Small
12785.0,305.71,Small
12787.0,463.66,Small
12789.0,91.85,Small
12790.0,324.92,Small
12791.0,192.6,Small
12792.0,400.54,Small
12793.0,545.48,Small
12794.0,860.41,Small
12795.0,430.48,Small
12797.0,194.18,Small
12798.0,6977.04,Medium
12802.0,412.58,Small
12808.0,483.65,Small
12809.0,484.36,Small
12811.0,514.85,Small
12812.0,229.64,Small
12814.0,125.92,Small
12815.0,1063.46,Small
12816.0,572.2,Small
12817.0,166.04,Small
12818.0,1517.88,Small
12820.0,942.34,Small
12821.0,92.72,Small
12822.0,918.98,Small
12823.0,1759.5,Small
12824.0,397.12,Small
12826.0,1468.12,Small
12827.0,430.15,Small
12828.0,1018.71,Small
12829.0,253.05,Small
12830.0,6748.4,Medium
12831.0,215.05,Small
12832.0,383.03,Small
12833.0,417.38,Small
12834.0,312.38,Small
12836.0,2612.86,Small
12837.0,134.1,Small
12838.0,683.13,Small
12839.0,5583.62,Medium
12840.0,2714.27,Small
12841.0,3876.4,Medium
12842.0,1118.99,Small
12843.0,1680.76,Small
12844.0,325.96,Small
12845.0,354.09,Small
12847.0,871.54,Small
12849.0,1050.89,Small
12851.0,135.18,Small
12852.0,299.75,Small
12853.0,1881.7,Small
12854.0,1289.15,Small
12855.0,38.1,Small
12856.0,2162.68,Small
12857.0,1106.4,Small
12863.0,504.2,Small
12864.0,147.12,Small
12865.0,1548.07,Small
12866.0,559.12,Small
12867.0,3986.22,Medium
12868.0,1607.06,Small
12870.0,-14.9,Small
12871.0,380.64,Small
12872.0,599.97,Small
12873.0,374.0,Small
12875.0,343.23,Small
12876.0,2218.02,Small
12877.0,1535.77,Small
12878.0,841.64,Small
12879.0,552.57,Small
12881.0,298.0,Small
12882.0,1463.04,Small
12883.0,703.47,Small
12884.0,309.05,Small
12885.0,1158.27,Small
12886.0,1351.09,Small
12888.0,313.77,Small
12890.0,380.47,Small
12891.0,331.0,Small
12893.0,188.14,Small
12895.0,347.3,Small
12897.0,216.5,Small
12901.0,16293.1,Medium
12902.0,138.68,Small
12904.0,509.58,Small
12906.0,2919.81,Small
12908.0,246.0,Small
12909.0,2128.83,Small
12910.0,3075.04,Small
12912.0,1662.3,Small
12913.0,2483.63,Small
12915.0,363.65,Small
12916.0,2982.35,Small
12917.0,594.0,Small
12919.0,1301.44,Small
12920.0,164.23,Small
12921.0,16389.74,Medium
12922.0,405.38,Small
12923.0,176.97,Small
12924.0,929.95,Small
12925.0,694.05,Small
12928.0,2062.7,Small
12929.0,105.1,Small
12930.0,409.9,Small
12931.0,33462.81,Medium
12933.0,606.28,Small
12935.0,2156.45,Small
12936.0,1012.9,Small
12937.0,1504.27,Small
12938.0,114.14,Small
12939.0,11581.8,Medium
12940.0,876.29,Small
12942.0,683.9,Small
12943.0,-3.75,Small
12944.0,604.51,Small
12945.0,462.95,Small
12947.0,1407.29,Small
12948.0,2053.7,Small
12949.0,4143.02,Medium
12950.0,1843.0,Small
12951.0,1042.07,Small
12952.0,1382.84,Small
12953.0,329.85,Small
12955.0,4734.26,Medium
12956.0,108.07,Small
12957.0,3979.04,Medium
12962.0,266.39,Small
12963.0,1841.03,Small
12965.0,771.91,Small
12966.0,160.18,Small
12967.0,1194.75,Small
12968.0,135.95,Small
12970.0,452.24,Small
12971.0,10930.26,Medium
12974.0,144.8,Small
12976.0,738.6,Small
12977.0,39.24,Small
12980.0,7092.06,Medium
12981.0,372.22,Small
12982.0,377.2,Small
12984.0,97.5,Small
12985.0,1215.62,Small
12987.0,545.0,Small
12988.0,535.32,Small
12989.0,6854.51,Medium
12990.0,409.5,Small
12991.0,503.76,Small
12993.0,414.76,Small
12994.0,902.22,Small
12995.0,200.72,Small
12997.0,1197.94,Small
12999.0,455.88,Small
13000.0,534.85,Small
13001.0,9797.92,Medium
13002.0,120.95,Small
13003.0,149.05,Small
13004.0,5613.43,Medium
13005.0,468.95,Small
13006.0,81.57,Small
13008.0,178.47,Small
13011.0,50.55,Small
13012.0,1311.62,Small
13013.0,4786.99,Medium
13014.0,3365.43,Small
13015.0,3346.28,Small
13016.0,789.89,Small
13017.0,204.0,Small
13018.0,7272.75,Medium
13021.0,2584.4,Small
13023.0,689.9,Small
13026.0,936.15,Small
13027.0,6912.0,Medium
13028.0,659.68,Small
13029.0,1247.5,Small
13030.0,799.48,Small
13032.0,996.52,Small
13033.0,190.55,Small
13034.0,642.77,Small
13035.0,886.63,Small
13037.0,881.07,Small
13038.0,908.46,Small
13040.0,676.99,Small
13043.0,471.57,Small
13044.0,560.47,Small
13045.0,305.28,Small
13046.0,629.31,Small
13047.0,3079.1,Small
13048.0,1805.91,Small
13049.0,656.68,Small
13050.0,5684.61,Medium
13052.0,348.15,Small
13055.0,1201.96,Small
13058.0,271.4,Small
13059.0,183.4,Small
13060.0,307.53,Small
13061.0,248.61,Small
13062.0,346.98,Small
13064.0,1119.49,Small
13065.0,205.86,Small
13066.0,430.9,Small
13067.0,115.46,Small
13068.0,344.0,Small
13069.0,3717.82,Medium
13070.0,228.8,Small
13072.0,177.15,Small
13075.0,919.61,Small
13077.0,729.27,Small
13078.0,12432.28,Medium
13079.0,220.1,Small
13080.0,58.08,Small
13081.0,27964.48,Medium
13082.0,3595.48,Medium
13083.0,303.75,Small
13085.0,272.38,Small
13089.0,57385.88,Large
13090.0,8689.39,Medium
13091.0,319.82,Small
13092.0,459.83,Small
13093.0,7741.47,Medium
13094.0,1708.86,Small
13095.0,74.4,Small
13097.0,5893.32,Medium
13098.0,28658.88,Medium
13099.0,207.36,Small
13101.0,101.19,Small
13102.0,6336.29,Medium
13103.0,243.94,Small
13104.0,1098.48,Small
13106.0,59.5,Small
13107.0,1524.07,Small
13108.0,350.06,Small
13109.0,766.84,Small
13110.0,1452.87,Small
13113.0,10510.0,Medium
13115.0,2205.63,Small
13116.0,485.19,Small
13117.0,984.91,Small
13118.0,1125.0,Small
13120.0,30.6,Small
13121.0,254.73,Small
13122.0,922.39,Small
13124.0,3866.33,Medium
13126.0,2056.29,Small
13127.0,259.17,Small
13130.0,64.0,Small
13131.0,1039.3,Small
13132.0,77.3,Small
13133.0,109.8,Small
13134.0,1740.63,Small
13135.0,3096.0,Small
13136.0,2545.38,Small
13137.0,3605.08,Medium
13138.0,962.39,Small
13139.0,5055.79,Medium
13140.0,423.72,Small
13141.0,2385.8,Small
13142.0,307.09,Small
13144.0,110.95,Small
13145.0,614.77,Small
13146.0,228.91,Small
13147.0,712.8,Small
13148.0,3348.48,Small
13149.0,1676.06,Small
13151.0,1250.37,Small
13153.0,486.22,Small
13154.0,-611.86,Small
13155.0,971.76,Small
13157.0,1721.57,Small
13158.0,1201.06,Small
13159.0,1379.75,Small
13160.0,91.8,Small
13161.0,112.75,Small
13162.0,1644.99,Small
13165.0,1021.48,Small
13166.0,414.7,Small
13167.0,791.33,Small
13168.0,1310.14,Small
13169.0,712.88,Small
13170.0,116.01,Small
13171.0,426.81,Small
13173.0,353.65,Small
13174.0,2817.03,Small
13176.0,492.84,Small
13177.0,282.45,Small
13178.0,5725.47,Medium
13182.0,121.18,Small
13183.0,3957.78,Medium
13184.0,1648.79,Small
13185.0,71.4,Small
13186.0,1539.69,Small
13187.0,236.02,Small
13188.0,114.6,Small
13189.0,260.68,Small
13192.0,911.94,Small
13193.0,117.88,Small
13194.0,60.7,Small
13196.0,1797.78,Small
13198.0,3384.09,Small
13199.0,9803.96,Medium
13200.0,870.09,Small
13203.0,869.46,Small
13207.0,250.26,Small
13208.0,1205.9,Small
13209.0,5820.16,Medium
13210.0,353.48,Small
13211.0,1197.42,Small
13212.0,780.58,Small
13213.0,1518.43,Small
13216.0,333.74,Small
13217.0,133.62,Small
13218.0,62.64,Small
13220.0,819.29,Small
13221.0,847.41,Small
13223.0,163.2,Small
13224.0,2150.85,Small
13225.0,6083.04,Medium
13226.0,108.21,Small
13227.0,257.7,Small
13228.0,358.0,Small
13229.0,160.95,Small
13230.0,2763.41,Small
13232.0,1357.6,Small
13233.0,605.12,Small
13235.0,101.17,Small
13236.0,727.27,Small
13238.0,680.83,Small
13239.0,329.56,Small
13240.0,663.65,Small
13242.0,270.4,Small
13243.0,600.07,Small
13244.0,121.74,Small
13245.0,430.5,Small
13246.0,1922.1,Small
13247.0,501.12,Small
13248.0,465.68,Small
13249.0,711.41,Small
13253.0,1030.4,Small
13255.0,390.66,Small
13256.0,0.0,Small
13258.0,698.58,Small
13259.0,292.32,Small
13260.0,557.62,Small
13261.0,944.1,Small
13262.0,200.29,Small
13263.0,7454.07,Medium
13265.0,2107.66,Small
13266.0,3717.67,Medium
13267.0,4404.44,Medium
13268.0,3167.64,Small
13269.0,5315.92,Medium
13270.0,590.0,Small
13271.0,178.26,Small
13272.0,276.56,Small
13273.0,138.98,Small
13276.0,590.93,Small
13277.0,258.4,Small
13278.0,542.73,Small
13279.0,126.3,Small
13280.0,814.86,Small
13282.0,1047.84,Small
13283.0,93.66,Small
13284.0,196.15,Small
13285.0,2709.12,Small
13291.0,361.11,Small
13292.0,578.94,Small
13294.0,873.74,Small
13295.0,197.95,Small
13296.0,87.4,Small
13297.0,2089.85,Small
13298.0,360.0,Small
13299.0,142.5,Small
13300.0,365.29,Small
13301.0,618.09,Small
13302.0,63.75,Small
13304.0,300.42,Small
13305.0,2000.86,Small
13307.0,15.0,Small
13308.0,1367.61,Small
13309.0,1456.79,Small
13310.0,1083.63,Small
13311.0,598.57,Small
13313.0,1555.32,Small
13314.0,578.66,Small
13316.0,5815.49,Medium
13317.0,2140.07,Small
13318.0,640.76,Small
13319.0,10664.34,Medium
13320.0,1491.7,Small
13321.0,567.36,Small
13322.0,199.48,Small
13323.0,787.85,Small
13324.0,7072.8,Medium
13325.0,675.3,Small
13327.0,3617.57,Medium
13328.0,1308.48,Small
13329.0,740.4,Small
13330.0,1140.93,Small
13332.0,350.9,Small
13334.0,3536.82,Medium
13336.0,795.12,Small
13338.0,431.82,Small
13339.0,860.12,Small
13340.0,10736.48,Medium
13341.0,775.85,Small
13343.0,303.93,Small
13344.0,2543.72,Small
13345.0,377.6,Small
13347.0,341.36,Small
13348.0,233.76,Small
13349.0,247.32,Small
13350.0,910.72,Small
13351.0,373.94,Small
13352.0,389.28,Small
13354.0,743.53,Small
13355.0,674.7,Small
13356.0,768.24,Small
13357.0,609.95,Small
13358.0,439.03,Small
13359.0,431.26,Small
13362.0,3085.49,Small
13363.0,992.5,Small
13364.0,0.0,Small
13365.0,2191.22,Small
13366.0,56.16,Small
13368.0,623.4,Small
13369.0,263.75,Small
13370.0,721.32,Small
13372.0,378.64,Small
13373.0,3312.25,Small
13375.0,772.9,Small
13376.0,1019.76,Small
13379.0,572.56,Small
13381.0,3626.81,Medium
13382.0,222.99,Small
13384.0,4122.28,Medium
13385.0,534.57,Small
13388.0,627.15,Small
13389.0,797.96,Small
13390.0,544.08,Small
13391.0,59.8,Small
13394.0,2312.8,Small
13395.0,307.72,Small
13396.0,1325.29,Small
13397.0,1539.18,Small
13398.0,457.34,Small
13402.0,621.23,Small
13403.0,75.0,Small
13404.0,252.49,Small
13405.0,572.45,Small
13408.0,27487.41,Medium
13410.0,988.91,Small
13411.0,213.55,Small
13414.0,1390.5,Small
13416.0,712.5,Small
13417.0,640.83,Small
13418.0,5845.44,Medium
13419.0,221.06,Small
13420.0,140.35,Small
13421.0,1848.98,Small
13422.0,2601.55,Small
13425.0,1624.21,Small
13426.0,3550.7,Medium
13427.0,582.6,Small
13428.0,218.47,Small
13429.0,1006.8,Small
13430.0,648.69,Small
13431.0,1269.1,Small
13434.0,534.24,Small
13435.0,3794.49,Medium
13436.0,196.89,Small
13437.0,3408.06,Small
13439.0,283.71,Small
13441.0,296.64,Small
13447.0,1104.23,Small
13448.0,3465.67,Small
13449.0,291.88,Small
13450.0,2043.72,Small
13451.0,2916.45,Small
13452.0,590.0,Small
13453.0,356.98,Small
13455.0,1007.35,Small
13456.0,1737.82,Small
13458.0,9537.92,Medium
13460.0,183.44,Small
13461.0,1445.0,Small
13462.0,143.25,Small
13464.0,674.68,Small
13466.0,297.95,Small
13467.0,1083.71,Small
13468.0,5656.75,Medium
13470.0,165.0,Small
13471.0,2531.58,Small
13473.0,417.54,Small
13474.0,229.59,Small
13475.0,1431.78,Small
13476.0,1092.77,Small
13477.0,1441.53,Small
13479.0,291.0,Small
13481.0,1776.81,Small
13482.0,184.64,Small
13483.0,140.34,Small
13484.0,313.8,Small
13485.0,454.24,Small
13486.0,1122.41,Small
13487.0,575.4,Small
13488.0,8910.61,Medium
13489.0,449.52,Small
13491.0,1215.82,Small
13492.0,1269.84,Small
13493.0,618.63,Small
13494.0,316.26,Small
13495.0,1990.12,Small
13496.0,617.93,Small
13497.0,321.05,Small
13499.0,1146.96,Small
13500.0,1136.77,Small
13501.0,1310.47,Small
13502.0,292.0,Small
13503.0,216.85,Small
13504.0,295.93,Small
13505.0,4282.88,Medium
13506.0,452.82,Small
13507.0,2479.16,Small
13508.0,110.97,Small
13509.0,979.72,Small
13510.0,1785.16,Small
13512.0,251.21,Small
13513.0,205.1,Small
13514.0,152.2,Small
13515.0,891.12,Small
13516.0,1389.41,Small
13517.0,2109.07,Small
13518.0,659.44,Small
13519.0,110.8,Small
13520.0,3487.75,Small
13521.0,1093.65,Small
13522.0,125.8,Small
13523.0,3755.38,Medium
13524.0,680.18,Small
13525.0,628.78,Small
13527.0,2263.76,Small
13529.0,307.76,Small
13531.0,483.8,Small
13532.0,210.31,Small
13533.0,270.79,Small
13534.0,5613.08,Medium
13536.0,3448.29,Small
13538.0,1280.85,Small
13539.0,605.84,Small
13544.0,291.41,Small
13546.0,626.99,Small
13548.0,682.41,Small
13549.0,916.12,Small
13551.0,91.8,Small
13552.0,3539.53,Medium
13555.0,4149.28,Medium
13557.0,584.06,Small
13558.0,605.06,Small
13560.0,174.37,Small
13561.0,141.86,Small
13562.0,1799.33,Small
13563.0,777.53,Small
13564.0,647.74,Small
13565.0,240.22,Small
13566.0,874.71,Small
13568.0,192.85,Small
13569.0,373.75,Small
13570.0,239.49,Small
13571.0,2092.32,Small
13572.0,1384.25,Small
13573.0,294.4,Small
13575.0,732.07,Small
13576.0,6703.3,Medium
13577.0,1658.3,Small
13579.0,467.04,Small
13581.0,118.0,Small
13583.0,781.03,Small
13584.0,142.4,Small
13587.0,347.0,Small
13588.0,2445.12,Small
13589.0,379.65,Small
13590.0,1976.12,Small
13591.0,1117.13,Small
13592.0,247.96,Small
13593.0,1990.28,Small
13594.0,396.97,Small
13596.0,697.04,Small
13598.0,167.42,Small
13599.0,5030.6,Medium
13600.0,219.52,Small
13601.0,693.32,Small
13602.0,428.89,Small
13603.0,164.34,Small
13606.0,280.54,Small
13607.0,678.01,Small
13610.0,1115.43,Small
13611.0,1158.2,Small
13614.0,1610.46,Small
13615.0,399.99,Small
13617.0,544.18,Small
13618.0,177.34,Small
13621.0,213.85,Small
13623.0,672.44,Small
13626.0,257.23,Small
13627.0,1624.02,Small
13629.0,7792.36,Medium
13630.0,1995.68,Small
13631.0,3021.77,Small
13632.0,2117.02,Small
13634.0,1575.16,Small
13635.0,1071.03,Small
13636.0,941.62,Small
13637.0,810.5,Small
13638.0,122.64,Small
13639.0,1033.34,Small
13642.0,354.8,Small
13643.0,519.44,Small
13644.0,2597.52,Small
13645.0,252.1,Small
13647.0,1670.22,Small
13649.0,346.6,Small
13650.0,1809.34,Small
13651.0,94.2,Small
13652.0,1095.08,Small
13654.0,2707.33,Small
13655.0,932.97,Small
13656.0,379.65,Small
13657.0,382.14,Small
13658.0,2421.47,Small
13659.0,1550.85,Small
13662.0,879.08,Small
13663.0,189.47,Small
13666.0,84.65,Small
13667.0,305.02,Small
13668.0,6216.07,Medium
13669.0,218.55,Small
13670.0,349.7,Small
13672.0,-71.46,Small
13673.0,396.92,Small
13675.0,486.82,Small
13678.0,232.6,Small
13680.0,2202.31,Small
13681.0,827.83,Small
13682.0,59.5,Small
13684.0,64.23,Small
13685.0,3119.44,Small
13686.0,72.0,Small
13689.0,910.0,Small
13690.0,172.25,Small
13692.0,1466.87,Small
13693.0,-32.0,Small
13694.0,62653.1,Large
13695.0,2504.13,Small
13697.0,151.3,Small
13699.0,308.58,Small
13700.0,2265.12,Small
13703.0,99.5,Small
13704.0,2295.31,Small
13705.0,711.86,Small
13706.0,330.79,Small
13707.0,806.41,Small
13708.0,296.88,Small
13709.0,6249.11,Medium
13710.0,180.48,Small
13711.0,252.06,Small
13712.0,228.84,Small
13715.0,1053.94,Small
13716.0,138.28,Small
13717.0,1432.26,Small
13718.0,306.55,Small
13719.0,1041.68,Small
13720.0,799.9,Small
13721.0,524.14,Small
13722.0,2369.16,Small
13723.0,199.85,Small
13725.0,1809.81,Small
13726.0,1079.66,Small
13727.0,333.48,Small
13728.0,1016.14,Small
13730.0,752.6,Small
13731.0,610.59,Small
13732.0,491.86,Small
13735.0,2766.18,Small
13736.0,724.0,Small
13737.0,339.6,Small
13739.0,216.9,Small
13740.0,350.75,Small
13741.0,666.33,Small
13742.0,3102.42,Small
13743.0,1340.15,Small
13744.0,1156.36,Small
13745.0,291.54,Small
13747.0,79.6,Small
13748.0,948.25,Small
13750.0,1647.26,Small
13751.0,296.25,Small
13752.0,1186.28,Small
13753.0,741.26,Small
13754.0,282.6,Small
13755.0,2154.68,Small
13756.0,5145.12,Medium
13758.0,3190.55,Small
13759.0,659.41,Small
13760.0,286.79,Small
13761.0,1070.65,Small
13762.0,0.0,Small
13763.0,1689.46,Small
13764.0,1521.76,Small
13767.0,16945.71,Medium
13769.0,2771.87,Small
13771.0,2631.7,Small
13772.0,1132.13,Small
13774.0,345.0,Small
13777.0,25748.35,Medium
13778.0,178.7,Small
13780.0,360.01,Small
13781.0,127.84,Small
13782.0,912.0,Small
13784.0,2462.79,Small
13786.0,230.4,Small
13787.0,309.04,Small
13790.0,348.8,Small
13791.0,1047.68,Small
13792.0,195.55,Small
13798.0,36351.42,Medium
13799.0,688.86,Small
13800.0,558.32,Small
13801.0,324.8,Small
13802.0,3906.27,Medium
13803.0,277.07,Small
13804.0,2635.79,Small
13805.0,924.6,Small
13806.0,256.38,Small
13807.0,112.6,Small
13808.0,1747.66,Small
13809.0,155.05,Small
13810.0,899.51,Small
13811.0,591.75,Small
13812.0,539.0,Small
13813.0,1353.41,Small
13814.0,1562.12,Small
13815.0,4014.91,Medium
13816.0,555.04,Small
13817.0,382.98,Small
13819.0,1140.35,Small
13821.0,385.64,Small
13822.0,632.0,Small
13823.0,957.66,Small
13824.0,1698.94,Small
13826.0,174.65,Small
13827.0,412.05,Small
13828.0,209.49,Small
13829.0,-102.0,Small
13831.0,2202.99,Small
13832.0,40.95,Small
13833.0,384.8,Small
13835.0,834.57,Small
